"location_id","sum"
1,942
2,12
3,103
4,16405
5,16
6,11
7,10378
8,100
9,28
10,2303
11,49
12,2824
13,76656
14,347
15,52
16,67
17,1001
18,145
19,66
20,89
21,175
22,136
23,37
24,27585
25,6819
26,244
27,7
28,1336
29,74
30,1
31,37
32,75
33,7854
34,186
35,365
36,594
37,987
38,146
39,296
40,3937
41,34932
42,13863
43,142765
44,26
45,15904
46,13
47,128
48,288534
49,1489
50,75659
51,244
52,4887
53,90
54,287
55,129
56,1143
57,7
58,21
59,4
60,134
61,1276
62,281
63,94
64,61
65,9321
66,3763
67,90
68,230361
69,471
70,859
71,240
72,242
73,22
74,33756
75,67913
76,440
77,104
78,195
79,254221
80,2423
81,70
82,2805
83,552
84,6
85,144
86,116
87,62084
88,32670
89,791
90,162041
91,195
92,235
93,4473
94,85
95,844
96,19
97,6600
98,64
99,3
100,181845
101,117
102,64
105,3
106,841
107,212380
108,64
109,8
111,5
112,2131
113,146948
114,130138
115,23
116,10367
117,111
118,45
119,175
120,53
121,137
122,43
123,123
124,109
125,51586
126,123
127,782
128,65
129,3301
130,1472
131,110
132,283115
133,312
134,783
135,306
136,255
137,105937
138,181409
139,82
140,174654
141,224568
142,284847
143,109767
144,96300
145,8829
146,6423
147,165
148,128522
149,113
150,50
151,80931
152,8367
153,97
154,31
155,149
156,16
157,950
158,101374
159,561
160,124
161,416636
162,343265
163,267722
164,222950
165,228
166,52226
167,150
168,1309
169,256
170,281823
171,102
172,9
173,189
174,149
175,19
176,1
177,274
178,55
179,3687
180,120
181,6626
182,147
183,86
184,9
185,137
186,331409
187,13
188,797
189,1417
190,237
191,185
192,74
193,5099
194,380
195,361
196,909
197,573
198,164
200,132
201,26
202,263
203,101
205,197
206,9
207,312
208,139
209,18618
210,143
211,80720
212,159
213,173
214,23
215,1222
216,935
217,406
218,99
219,514
220,219
221,7
222,103
223,3888
224,16948
225,580
226,11799
227,124
228,557
229,179721
230,352243
231,157678
232,13070
233,116763
234,289697
235,264
236,380693
237,406216
238,191067
239,250878
240,33
241,166
242,198
243,1551
244,9158
246,179191
247,850
248,130
249,196431
250,160
251,5
252,96
253,33
254,177
255,6157
256,4691
257,225
258,100
259,87
260,4103
261,52999
262,123248
263,179455
264,59036
265,3936
