"location_id","sum"
1,1027
2,13
3,331
4,24063
5,23
6,56
7,18779
8,119
9,178
10,4361
11,240
12,4965
13,109505
14,1177
15,141
16,223
17,2271
18,411
19,204
20,189
21,434
22,535
23,59
24,38774
25,12047
26,934
27,3
28,1425
29,308
30,3
31,73
32,378
33,13010
34,276
35,1120
36,1327
37,2325
38,221
39,1253
40,6193
41,48233
42,20450
43,208035
44,7
45,25829
46,50
47,477
48,408448
49,3309
50,114582
51,953
52,7133
53,168
54,445
55,464
56,769
57,35
58,22
59,33
60,286
61,2858
62,923
63,296
64,118
65,15683
66,6552
67,256
68,296487
69,1055
70,1611
71,796
72,873
73,81
74,50506
75,93179
76,1799
77,398
78,433
79,338978
80,4828
81,400
82,3843
83,1279
84,5
85,567
86,169
87,88859
88,46462
89,2166
90,219009
91,885
92,677
93,1830
94,228
95,2051
96,37
97,10496
98,193
99,4
100,255589
101,245
102,271
105,20
106,1673
107,299432
108,228
109,5
110,1
111,43
112,4222
113,194277
114,166277
115,12
116,13581
117,148
118,35
119,559
120,44
121,335
122,174
123,556
124,337
125,68645
126,332
127,1037
128,93
129,6534
130,2041
131,398
132,330487
133,713
134,1014
135,653
136,368
137,152749
138,364024
139,272
140,224791
141,307496
142,415420
143,160153
144,126555
145,14116
146,11016
147,255
148,162567
149,345
150,222
151,114862
152,12569
153,269
154,54
155,659
156,44
157,820
158,124877
159,972
160,336
161,495045
162,430286
163,344463
164,306642
165,873
166,70289
167,512
168,2423
169,469
170,381756
171,269
172,11
173,445
174,508
175,166
176,6
177,586
178,226
179,5803
180,264
181,11104
182,501
183,184
184,16
185,393
186,431691
187,33
188,1985
189,2493
190,401
191,590
192,156
193,6551
194,674
195,842
196,994
197,1114
198,532
199,2
200,344
201,42
202,556
203,389
204,2
205,797
206,46
207,798
208,319
209,26926
210,623
211,97525
212,350
213,869
214,16
215,1487
216,2014
217,957
218,716
219,1350
220,623
221,41
222,450
223,5569
224,26738
225,1615
226,18447
227,514
228,1121
229,234564
230,449891
231,212153
232,19794
233,157160
234,383099
235,777
236,526578
237,563272
238,261571
239,358403
240,57
241,308
242,600
243,2213
244,11898
245,17
246,169701
247,1705
248,256
249,249301
250,325
251,27
252,224
253,30
254,663
255,12169
256,8459
257,655
258,349
259,396
260,6527
261,74224
262,156681
263,246694
264,204539
265,6279
