"location_id","sum"
1,1062
2,16
3,222
4,26567
5,15
6,53
7,19774
8,125
9,167
10,4407
11,182
12,5484
13,110711
14,1224
15,123
16,305
17,2391
18,408
19,228
20,214
21,385
22,540
23,80
24,39049
25,12319
26,959
27,3
28,1386
29,311
30,1
31,69
32,422
33,12949
34,274
35,1175
36,1177
37,2449
38,216
39,1250
40,6412
41,51457
42,22132
43,220194
44,22
45,28024
46,30
47,377
48,430916
49,3387
50,110460
51,998
52,7136
53,195
54,360
55,461
56,827
57,29
58,40
59,25
60,247
61,3112
62,1032
63,293
64,109
65,15734
66,6467
67,373
68,307406
69,1190
70,1605
71,819
72,854
73,84
74,52261
75,94502
76,1951
77,423
78,425
79,356579
80,4626
81,433
82,3977
83,1471
84,9
85,708
86,157
87,89685
88,48005
89,2153
90,220069
91,1070
92,738
93,1856
94,249
95,2103
96,57
97,11268
98,178
99,4
100,257602
101,253
102,252
105,6
106,1518
107,315237
108,221
109,6
110,1
111,18
112,4619
113,196851
114,170887
115,23
116,15121
117,114
118,49
119,640
120,55
121,400
122,173
123,587
124,342
125,67408
126,268
127,1202
128,97
129,7436
130,2159
131,321
132,314562
133,698
134,953
135,657
136,522
137,158212
138,339431
139,317
140,219164
141,320426
142,427859
143,155430
144,137746
145,14568
146,11168
147,323
148,172145
149,446
150,145
151,120408
152,12311
153,303
154,65
155,758
156,53
157,835
158,128424
159,1136
160,286
161,476180
162,442216
163,343271
164,318021
165,779
166,68648
167,505
168,2497
169,569
170,387377
171,239
172,2
173,440
174,402
175,159
176,3
177,782
178,263
179,6796
180,296
181,11466
182,541
183,107
184,46
185,313
186,436491
187,9
188,2219
189,2586
190,432
191,706
192,193
193,7845
194,554
195,777
196,1248
197,1117
198,563
200,390
201,48
202,630
203,337
204,1
205,803
206,52
207,739
208,283
209,27919
210,713
211,104880
212,405
213,826
214,19
215,1734
216,2183
217,863
218,779
219,1289
220,631
221,45
222,502
223,6445
224,27467
225,1855
226,19360
227,427
228,1275
229,245314
230,442085
231,214065
232,20620
233,161501
234,380360
235,832
236,523226
237,564700
238,264511
239,364491
240,69
241,401
242,538
243,2450
244,13437
245,18
246,156149
247,1672
248,281
249,258672
250,430
251,24
252,196
253,28
254,720
255,11358
256,8108
257,596
258,431
259,349
260,7170
261,84228
262,159982
263,257668
264,225760
265,6159
