"location_id","sum"
1,1164
2,18
3,235
4,18213
5,32
6,16
7,15785
8,164
9,118
10,3992
11,138
12,7014
13,105886
14,847
15,133
16,171
17,1969
18,240
19,144
20,181
21,463
22,490
23,33
24,34946
25,9043
26,632
27,23
28,1243
29,262
30,18
31,110
32,237
33,11591
34,252
35,719
36,989
37,1769
38,153
39,922
40,5086
41,43077
42,18879
43,189078
44,32
45,21559
46,49
47,337
48,359528
49,2298
50,100355
51,498
52,5895
53,168
54,356
55,423
56,782
57,37
58,23
59,7
60,181
61,2394
62,768
63,328
64,100
65,13784
66,6270
67,207
68,268626
69,1044
70,7681
71,571
72,679
73,102
74,45010
75,78217
76,1443
77,329
78,332
79,276850
80,3966
81,284
82,3322
83,1151
84,9
85,450
86,159
87,82780
88,43676
89,1490
90,185748
91,704
92,541
93,2132
94,168
95,1656
96,91
97,7995
98,177
99,8
100,218881
101,181
102,219
105,14
106,1288
107,242513
108,191
109,5
111,14
112,3483
113,157024
114,136547
115,14
116,14001
117,181
118,49
119,519
120,67
121,263
122,141
123,419
124,255
125,63198
126,214
127,1227
128,92
129,5999
130,1772
131,263
132,375231
133,663
134,944
135,408
136,377
137,125731
138,302423
139,235
140,183171
141,242108
142,313565
143,123844
144,107413
145,12523
146,9527
147,182
148,140955
149,301
150,168
151,97970
152,12893
153,144
154,84
155,429
156,27
157,954
158,120279
159,880
160,288
161,433636
162,381362
163,285186
164,250371
165,557
166,61539
167,399
168,2397
169,419
170,335492
171,191
172,5
173,362
174,311
175,89
176,3
177,535
178,196
179,5870
180,195
181,9114
182,326
183,91
184,30
185,238
186,373463
187,7
188,1556
189,1845
190,454
191,257
192,165
193,6740
194,797
195,985
196,947
197,910
198,440
200,178
201,49
202,484
203,185
204,7
205,586
206,22
207,635
208,226
209,24684
210,424
211,87016
212,264
213,544
214,5
215,1581
216,1625
217,711
218,424
219,1053
220,418
221,13
222,357
223,6149
224,20972
225,1122
226,15574
227,270
228,962
229,201230
230,366250
231,184032
232,15217
233,148950
234,311740
235,481
236,401764
237,453082
238,213604
239,282969
240,76
241,281
242,516
243,2262
244,13299
245,16
246,195802
247,1982
248,315
249,214753
250,317
251,18
252,191
253,50
254,394
255,9200
256,7042
257,461
258,375
259,175
260,5860
261,67405
262,127501
263,192911
264,94928
265,6355
