"location_id","sum"
1,1294
2,8
3,123
4,16978
5,51
6,16
7,12955
8,145
9,89
10,3626
11,109
12,5185
13,97245
14,473
15,107
16,129
17,1252
18,160
19,106
20,130
21,250
22,181
23,64
24,32219
25,8218
26,331
27,3
28,1502
29,133
30,1
31,32
32,128
33,11376
34,245
35,390
36,751
37,1226
38,125
39,459
40,4851
41,37503
42,14745
43,187474
44,32
45,20087
46,24
47,203
48,344142
49,1920
50,100886
51,427
52,5795
53,141
54,397
55,269
56,1030
57,21
58,25
59,3
60,144
61,1558
62,496
63,194
64,46
65,12571
66,6290
67,102
68,266542
69,649
70,1082
71,427
72,382
73,26
74,36426
75,75413
76,790
77,143
78,237
79,278833
80,3087
81,119
82,3089
83,865
84,7
85,285
86,141
87,78167
88,43268
89,933
90,186935
91,381
92,402
93,3707
94,91
95,1199
96,25
97,8233
98,81
99,2
100,209399
101,113
102,132
105,16
106,1073
107,236528
108,118
109,6
111,7
112,3027
113,169791
114,143096
115,24
116,10771
117,57
118,36
119,324
120,39
121,199
122,59
123,196
124,187
125,58854
126,97
127,925
128,50
129,4058
130,1991
131,157
132,387141
133,482
134,828
135,308
136,401
137,117536
138,269828
139,107
140,194005
141,253204
142,354158
143,130294
144,109718
145,13487
146,8929
147,212
148,136857
149,148
150,104
151,92645
152,10135
153,124
154,39
155,235
156,10
157,1020
158,113620
159,599
160,174
161,466541
162,395466
163,315928
164,256858
165,361
166,60798
167,257
168,1682
169,251
170,324795
171,146
172,4
173,273
174,223
175,60
176,2
177,311
178,69
179,4667
180,138
181,8269
182,193
183,43
184,12
185,149
186,384424
187,2
188,1110
189,1628
190,359
191,282
192,123
193,6938
194,669
195,980
196,1089
197,611
198,314
200,132
201,12
202,302
203,172
205,330
206,23
207,654
208,162
209,24354
210,218
211,87906
212,171
213,275
214,16
215,1451
216,1246
217,470
218,194
219,763
220,229
221,7
222,196
223,5295
224,19567
225,753
226,14430
227,146
228,664
229,208040
230,398460
231,182572
232,13527
233,140424
234,327525
235,313
236,451125
237,503224
238,217544
239,293639
240,23
241,205
242,281
243,1533
244,10054
245,10
246,189006
247,1198
248,180
249,213260
250,160
251,10
252,120
253,42
254,241
255,7562
256,5793
257,384
258,170
259,123
260,4891
261,70313
262,139687
263,197231
264,80178
265,5209
