"location_id","sum"
1,1254
2,3
3,179
4,16013
5,25
6,15
7,12134
8,182
9,112
10,3835
11,124
12,5332
13,94809
14,640
15,104
16,136
17,1464
18,148
19,105
20,128
21,229
22,252
23,62
24,29142
25,8114
26,466
27,10
28,1341
29,195
30,11
31,52
32,197
33,11415
34,248
35,494
36,826
37,1392
38,131
39,639
40,4372
41,36311
42,15191
43,171253
44,41
45,20974
46,32
47,236
48,321428
49,1923
50,92455
51,495
52,5213
53,142
54,376
55,335
56,1036
57,37
58,17
59,10
60,127
61,1938
62,521
63,222
64,54
65,11733
66,6615
67,125
68,258883
69,632
70,995
71,523
72,479
73,54
74,37517
75,70193
76,1146
77,287
78,197
79,261666
80,3487
81,165
82,3006
83,918
84,6
85,340
86,111
87,77040
88,39729
89,1075
90,178148
91,472
92,501
93,5250
94,96
95,1278
96,48
97,7287
98,107
99,1
100,204521
101,139
102,156
105,19
106,991
107,222629
108,145
109,14
111,20
112,2850
113,153388
114,138080
115,8
116,10246
117,71
118,42
119,364
120,45
121,225
122,86
123,255
124,211
125,59126
126,105
127,948
128,76
129,4740
130,1879
131,211
132,378175
133,493
134,778
135,400
136,285
137,110707
138,253352
139,136
140,173703
141,224988
142,296369
143,117032
144,113045
145,12000
146,8126
147,199
148,137875
149,282
150,145
151,86501
152,8928
153,121
154,57
155,324
156,12
157,955
158,115692
159,663
160,221
161,377571
162,346164
163,253166
164,238628
165,531
166,51621
167,329
168,1941
169,257
170,304308
171,227
172,5
173,282
174,263
175,94
177,420
178,135
179,4526
180,165
181,7029
182,214
183,71
184,17
185,244
186,365365
188,1192
189,1457
190,347
191,336
192,121
193,6676
194,790
195,1065
196,971
197,749
198,307
199,7
200,211
201,39
202,345
203,191
205,357
206,19
207,599
208,142
209,24464
210,298
211,88635
212,173
213,393
214,4
215,1491
216,1231
217,601
218,270
219,858
220,353
221,8
222,304
223,5009
224,17744
225,987
226,13944
227,200
228,771
229,184461
230,347755
231,180044
232,13336
233,127445
234,304571
235,316
236,396291
237,431467
238,196103
239,261194
240,36
241,241
242,348
243,1596
244,9702
245,4
246,184258
247,1325
248,188
249,200801
250,210
251,8
252,140
253,43
254,303
255,8441
256,5829
257,323
258,212
259,121
260,4872
261,68114
262,121922
263,179754
264,78987
265,5404
