"location_id","sum"
1,1164
2,18
3,167
4,30762
6,37
7,23171
8,142
9,74
10,5260
11,178
12,7012
13,136879
14,1111
15,166
16,175
17,2974
18,311
19,218
20,141
21,303
22,401
23,34
24,46504
25,15707
26,764
27,25
28,1161
29,249
30,2
31,64
32,246
33,17880
34,346
35,662
36,1562
37,2719
38,146
39,862
40,8343
41,62424
42,27540
43,248738
44,1
45,34144
46,43
47,302
48,465017
49,4194
50,142492
51,574
52,8649
53,139
54,646
55,287
56,661
57,40
58,30
59,10
60,187
61,3013
62,846
63,282
64,76
65,21003
66,9156
67,212
68,337590
69,960
70,1942
71,566
72,546
73,61
74,59610
75,105061
76,1181
77,343
78,374
79,386526
80,6233
81,243
82,4411
83,1642
84,12
85,608
86,154
87,113417
88,60065
89,1821
90,252688
91,626
92,694
93,1807
94,91
95,2062
96,36
97,14298
98,159
100,287315
101,178
102,186
104,1
105,21
106,2238
107,343997
108,181
109,3
111,43
112,6029
113,225819
114,192972
115,10
116,19560
117,91
118,15
119,630
120,98
121,313
122,127
123,413
124,351
125,82602
126,253
127,1873
128,123
129,8788
130,1638
131,298
132,384788
133,565
134,991
135,452
136,331
137,178167
138,453325
139,215
140,251843
141,336123
142,461415
143,169502
144,154509
145,15294
146,13170
147,209
148,204030
149,253
150,156
151,130165
152,16181
153,274
154,40
155,396
156,22
157,602
158,149742
159,1031
160,241
161,552250
162,495439
163,399153
164,353049
165,616
166,85553
167,415
168,2707
169,387
170,457654
171,197
172,5
173,560
174,361
175,138
176,1
177,667
178,241
179,7859
180,189
181,14173
182,416
183,107
184,28
185,232
186,469579
187,19
188,1964
189,3331
190,1017
191,390
192,171
193,7415
194,1902
195,1256
196,1205
197,679
198,465
199,6
200,216
201,26
202,616
203,224
204,4
205,471
206,19
207,647
208,263
209,29850
210,429
211,117613
212,291
213,585
214,7
215,1631
216,1935
217,1053
218,548
219,1368
220,552
221,34
222,279
223,7277
224,33473
225,1598
226,22641
227,378
228,1413
229,274362
230,490086
231,254119
232,24626
233,191087
234,454798
235,494
236,570298
237,640232
238,294005
239,384345
240,65
241,302
242,430
243,3757
244,17436
245,7
246,208837
247,2407
248,189
249,283242
250,308
251,8
252,111
253,36
254,504
255,16472
256,11765
257,551
258,281
259,271
260,8180
261,85451
262,177123
263,269409
264,175015
265,5641
