"location_id","sum"
1,1013
2,9
3,141
4,29788
5,4
6,28
7,22146
8,217
9,93
10,4831
11,161
12,8482
13,136594
14,954
15,176
16,252
17,3045
18,237
19,211
20,169
21,245
22,375
23,29
24,42156
25,14967
26,705
27,16
28,1221
29,196
30,9
31,107
32,244
33,17534
34,323
35,694
36,1734
37,3084
38,213
39,730
40,7965
41,57053
42,25469
43,225919
44,1
45,32779
46,35
47,378
48,450463
49,4381
50,134074
51,612
52,8494
53,147
54,539
55,374
56,623
57,50
58,48
59,11
60,214
61,2964
62,870
63,234
64,115
65,20101
66,9138
67,175
68,324218
69,852
70,2213
71,607
72,595
73,55
74,59338
75,97576
76,1166
77,333
78,310
79,379859
80,7012
81,305
82,4135
83,1545
84,5
85,512
86,133
87,114209
88,59687
89,1568
90,240868
91,745
92,653
93,1581
94,150
95,2252
96,49
97,13650
98,143
100,280069
101,202
102,203
105,28
106,2084
107,336627
108,172
109,1
111,29
112,6369
113,211080
114,183971
115,20
116,17322
117,97
118,15
119,526
120,67
121,323
122,120
123,404
124,298
125,79904
126,297
127,1550
128,151
129,8113
130,1669
131,231
132,366030
133,571
134,961
135,472
136,325
137,177231
138,415147
139,229
140,234186
141,317842
142,406751
143,152251
144,145960
145,14637
146,13182
147,233
148,196096
149,275
150,158
151,121085
152,14052
153,273
154,59
155,344
156,19
157,679
158,136706
159,809
160,272
161,521590
162,484340
163,369042
164,336610
165,550
166,68435
167,435
168,2611
169,369
170,457221
171,165
172,7
173,556
174,348
175,123
176,2
177,671
178,202
179,7883
180,213
181,15810
182,345
183,101
184,41
185,185
186,457784
187,7
188,1845
189,3235
190,950
191,515
192,143
193,7615
194,975
195,901
196,1226
197,712
198,547
200,258
201,31
202,708
203,276
204,3
205,525
206,16
207,656
208,276
209,30152
210,399
211,108815
212,228
213,602
214,24
215,1550
216,1755
217,1043
218,631
219,1357
220,500
221,19
222,329
223,7349
224,30688
225,1510
226,23327
227,287
228,1491
229,265035
230,468817
231,244297
232,23953
233,193900
234,424275
235,524
236,497429
237,560043
238,265351
239,358179
240,56
241,214
242,347
243,3302
244,16327
245,5
246,208414
247,2245
248,208
249,267431
250,276
251,12
252,97
253,58
254,560
255,17064
256,12309
257,626
258,248
259,273
260,8190
261,86901
262,158485
263,255037
264,173889
265,5626
