"location_id","sum"
1,1201
2,4
3,78
4,15278
5,39
6,14
7,11595
8,148
9,44
10,2793
11,73
12,3264
13,78616
14,509
15,83
16,82
17,1033
18,131
19,96
20,95
21,207
22,173
23,65
24,27821
25,6138
26,297
28,1614
29,127
30,1
31,19
32,105
33,8108
34,133
35,346
36,598
37,1174
38,125
39,378
40,3923
41,34159
42,13608
43,152829
44,38
45,18489
46,11
47,200
48,297148
49,1521
50,72406
51,230
52,4750
53,144
54,218
55,163
56,1123
57,10
58,13
59,3
60,137
61,1341
62,276
63,97
64,47
65,8747
66,3342
67,107
68,227635
69,450
70,1039
71,263
72,240
73,44
74,32589
75,69839
76,533
77,130
78,230
79,244515
80,2328
81,103
82,3425
83,701
84,4
85,194
86,159
87,60511
88,32175
89,763
90,163126
91,244
92,263
93,4950
94,73
95,996
96,19
97,6032
98,87
99,3
100,185022
101,97
102,74
105,8
106,844
107,215684
108,100
109,11
111,7
112,1984
113,144763
114,123630
115,29
116,10469
117,123
118,49
119,201
120,36
121,151
122,53
123,169
124,164
125,48711
126,163
127,901
128,49
129,3755
130,1788
131,113
132,326402
133,426
134,907
135,308
136,246
137,110583
138,197352
139,73
140,186311
141,237341
142,294502
143,115450
144,92938
145,10264
146,7381
147,229
148,121056
149,145
150,65
151,84562
152,8573
153,82
154,25
155,196
156,8
157,1122
158,92258
159,492
160,134
161,425986
162,351011
163,267047
164,218138
165,239
166,49141
167,237
168,1551
169,243
170,289593
171,116
172,1
173,202
174,143
175,45
176,2
177,236
178,46
179,4011
180,98
181,5924
182,177
183,69
184,11
185,157
186,338952
187,9
188,898
189,1433
190,190
191,280
192,82
193,6120
194,629
195,475
196,1096
197,557
198,245
200,139
201,11
202,330
203,126
204,2
205,244
206,5
207,370
208,184
209,18998
210,190
211,77502
212,151
213,279
214,22
215,1324
216,1025
217,412
218,148
219,596
220,277
221,11
222,139
223,4195
224,16504
225,637
226,13711
227,132
228,581
229,187435
230,360096
231,154019
232,12003
233,118319
234,284965
235,303
236,403347
237,433243
238,199367
239,263583
240,19
241,225
242,239
243,1529
244,9411
245,1
246,170633
247,862
248,165
249,189012
250,164
251,2
252,100
253,23
254,214
255,5290
256,4385
257,242
258,117
259,71
260,4770
261,54425
262,128100
263,186996
264,64931
265,4385
