12.52825,0.1110907,0.002347174,-0.0009131673
13.12991,0.05809122,-0.005144599,-0.0002877996
13.6963,0.07930238,-0.004621665,-0.0004975105
13.94477,0.1004365,-0.005808154,-0.0005780086
14.51796,0.07363225,-0.005582573,-0.000538776
13.96152,0.1021521,-0.005043675,-0.0005595005
13.90244,0.07989089,-0.004257057,-0.0005452815
13.82277,0.08977466,-0.004879548,-0.0004936812
14.05796,0.09893954,-0.005017644,-0.0005563796
13.86833,0.1248922,-0.004747151,-0.0006338664
13.27904,0.152566,-0.002865604,-0.0007789238
13.5715,0.08604133,-0.005299383,-0.0004197112
13.1929,0.07948689,-0.00534961,-0.0005109904
12.93946,0.08664069,-0.004832525,-0.0004956624
13.42563,0.0912572,-0.004850081,-0.0005475964
13.56471,0.1061992,-0.004241144,-0.0005978155
14.56299,0.08315249,-0.00720037,-0.0005074947
14.44737,0.07406374,-0.00719864,-0.0004643423
16.67832,-0.0543318,-0.01887669,0.0001776082
17.58716,-0.1064374,-0.02307013,0.0003945653
14.35721,0.1001229,-0.006753852,-0.0005386808
14.46358,0.09566694,-0.007952316,-0.0004279334
14.18076,0.1099102,-0.005239495,-0.0006359534
13.82821,0.1020349,-0.005237944,-0.0005182896
15.97838,-0.03593263,-0.02019457,0.0001129123
13.68567,0.1044648,-0.006445194,-0.0005856798
14.40936,0.06074724,-0.009189874,-0.0002587691
14.99103,0.0486568,-0.008890786,-0.0004466297
15.29357,0.05149899,-0.01000418,-0.0004084179
14.7711,0.09116548,-0.006431849,-0.000587529
15.23539,0.05556579,-0.009441364,-0.0004401974
15.41003,0.04927484,-0.009390521,-0.0004527332
14.96536,0.09780085,-0.008173432,-0.0005682157
14.71112,0.1011714,-0.008255396,-0.0005511097
14.22572,0.1048387,-0.0070265,-0.0005645275
14.50848,0.0942987,-0.007812852,-0.0004776646
13.60639,0.1007526,-0.006987124,-0.0005898689
13.39629,0.09337401,-0.006283115,-0.0005225419
